route_id,route_short_name,route_long_name,route_desc,agency_id,route_color,route_text_color,route_type
Z_5480,11-10,Bilbao Pico,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5492,128,Centro,URBANO,3,00618E,FFFFFF,3
Z_5492-2,128,Villa Gladys,URBANO,3,00618E,FFFFFF,3
Z_5494,L508,Est. Av. 1° De Mayo,URBANO,3,00618E,FFFFFF,3
Z_5494-2,G508,Bosa Santa Fe,URBANO,3,00618E,FFFFFF,3
Z_5506,T38,Est. Modelia,URBANO,3,00618E,FFFFFF,3
Z_5506-2,T38,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_5517,L205,Bosque San Carlos,URBANO,3,00618E,FFFFFF,3
Z_5517-2,D205,Bachue,URBANO,3,00618E,FFFFFF,3
Z_5532,A602,Germania,URBANO,3,00618E,FFFFFF,3
Z_5532-2,H602,Galicia,URBANO,3,00618E,FFFFFF,3
Z_5574,T163,Calle 222,URBANO,3,00618E,FFFFFF,3
Z_5575,T163,Perdomo,URBANO,3,00618E,FFFFFF,3
Z_5578,577,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5590,18-7,Soratama,ESPECIAL,6,822433,FFFFFF,3
Z_5594,18-9,Cerro Norte,ESPECIAL,6,822433,FFFFFF,3
Z_5595,18-11,Unicentro,ESPECIAL,6,822433,FFFFFF,3
Z_5601,18-14,Torca,URBANO,3,00618E,FFFFFF,3
Z_5601-2,18-14,Tibabita,URBANO,3,00618E,FFFFFF,3
Z_5602,F511,Portal Americas,URBANO,3,00618E,FFFFFF,3
Z_5602-2,G511,Porvenir,URBANO,3,00618E,FFFFFF,3
Z_5606,19-3,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_5606-2,19-3,Estacion Tm Cl 100,URBANO,3,00618E,FFFFFF,3
Z_5609,19-6,Cl 142 Tm,URBANO,3,00618E,FFFFFF,3
Z_5609-2,19-6,Cedritos,URBANO,3,00618E,FFFFFF,3
Z_5611,19-8,Est. Cl 85,URBANO,3,00618E,FFFFFF,3
Z_5611-2,19-8,La Cabrera,URBANO,3,00618E,FFFFFF,3
Z_5613,19-9,Carrera 7,URBANO,3,00618E,FFFFFF,3
Z_5613-2,19-9,Cardioinfantil,URBANO,3,00618E,FFFFFF,3
Z_5615,14-1,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5618,14-3,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5619,14-6,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5619-2,14-6,El Verjon,URBANO,3,00618E,FFFFFF,3
Z_5623,14-4,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5626,15-4,Ramajal,URBANO,3,00618E,FFFFFF,3
Z_5628,T07,Estacion 1 De Mayo,URBANO,3,00618E,FFFFFF,3
Z_5631,15-5,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5632,15-5,Bicentenario Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5635,6-18,San Carlos,URBANO,3,00618E,FFFFFF,3
Z_5635-2,6-18,Mochuelo,URBANO,3,00618E,FFFFFF,3
Z_5637,10-12,Mochuelo Bajo,URBANO,3,00618E,FFFFFF,3
Z_5637-2,10-12,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_5642,10-10,Portal Sur,URBANO,3,00618E,FFFFFF,3
Z_5642-2,10-10,Santo Domingo,URBANO,3,00618E,FFFFFF,3
Z_5646,19-1,Est. Alcala,URBANO,3,00618E,FFFFFF,3
Z_5655,A704,Germania,URBANO,3,00618E,FFFFFF,3
Z_5656,H704,El Uval,URBANO,3,00618E,FFFFFF,3
Z_5658,C25,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5658-2,C25,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_5659,C25,Unicentro Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5659-2,C25,Engativa Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5662,A706,San Diego,URBANO,3,00618E,FFFFFF,3
Z_5664,K707,El Refugio,URBANO,3,00618E,FFFFFF,3
Z_5665,H707,Uval,URBANO,3,00618E,FFFFFF,3
Z_5695,624,20 De Julio,URBANO,3,00618E,FFFFFF,3
Z_5695-2,624,Verbenal Sur,URBANO,3,00618E,FFFFFF,3
Z_5704,14-2,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_5704-2,14-2,Aguas,URBANO,3,00618E,FFFFFF,3
Z_5707,T27,Monte Bello,URBANO,3,00618E,FFFFFF,3
Z_5708,T27,Monte Bello Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5711,13-2,Providencia Alta,URBANO,3,00618E,FFFFFF,3
Z_5711-2,13-2,Estacion 1 De Mayo,URBANO,3,00618E,FFFFFF,3
Z_5712,13-2,Estacion 1 De Mayo Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5712-2,13-2,Providencia Alta Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5713,13-4,Diana Turbay,URBANO,3,00618E,FFFFFF,3
Z_5714,13-5,Palermo Sur,URBANO,3,00618E,FFFFFF,3
Z_5718,114A,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_5718-2,114A,Paloquemao,URBANO,3,00618E,FFFFFF,3
Z_5719,A619,Centro,URBANO,3,00618E,FFFFFF,3
Z_5719-2,H619,Isla Del Sol,URBANO,3,00618E,FFFFFF,3
Z_5729,A805,7 De Agosto Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5729-2,L805,Gaviotas Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5732,A619,Centro Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5732-2,H619,Isla Del Sol Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5743,G514,Bosa San Jose,URBANO,3,00618E,FFFFFF,3
Z_5743-2,G514,Portal Sur,URBANO,3,00618E,FFFFFF,3
Z_5748,10-6,Perdomo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5749,T26,Palermo Sur,URBANO,3,00618E,FFFFFF,3
Z_5750,T26,Country Club,URBANO,3,00618E,FFFFFF,3
Z_5751,T26,Palermo Sur Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5752,T26,Country Club Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5753,B608,Chico Navarra,URBANO,3,00618E,FFFFFF,3
Z_5753-2,H608,Arabia,URBANO,3,00618E,FFFFFF,3
Z_5754,TC10,Portal Norte,COMPLEMENTARIO,5,808000,FFFFFF,3
Z_5766,191,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_5766-2,191,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_5769,F408,Tierra Buena,URBANO,3,00618E,FFFFFF,3
Z_5770,H408,Diana Turbay,URBANO,3,00618E,FFFFFF,3
Z_5772,E44,Terminal Norte,URBANO,3,00618E,FFFFFF,3
Z_5773,E44,Terminal Norte Reversible,URBANO,3,00618E,FFFFFF,3
Z_5785,614,Bolonia Usme,URBANO,3,00618E,FFFFFF,3
Z_5786,614,Zona Industrial Montevideo,URBANO,3,00618E,FFFFFF,3
Z_5791,B608,Chico Navarra Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5791-2,H608,Arabia Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5811,99,Germania,URBANO,3,00618E,FFFFFF,3
Z_5811-2,99,Bosa San Jose,URBANO,3,00618E,FFFFFF,3
Z_5812,A501,Germania,URBANO,3,00618E,FFFFFF,3
Z_5812-2,G501,Bosa San Jose,URBANO,3,00618E,FFFFFF,3
Z_5813,634,San Jose - Calle 153,URBANO,3,00618E,FFFFFF,3
Z_5813-2,634,San Jose,URBANO,3,00618E,FFFFFF,3
Z_5830,330,La Estrellita Reversible,URBANO,3,00618E,FFFFFF,3
Z_5831,796A,Centro Internacional,URBANO,3,00618E,FFFFFF,3
Z_5831-2,796A,Mochuelo Bajo,URBANO,3,00618E,FFFFFF,3
Z_5836,731,Br. Sucre,URBANO,3,00618E,FFFFFF,3
Z_5836-2,731,San Jose,URBANO,3,00618E,FFFFFF,3
Z_5854,A410,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_5854-2,F410,Tierra Buena,URBANO,3,00618E,FFFFFF,3
Z_5855,A410,Chico Norte Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5855-2,F410,Tierra Buena Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5861,K303,Puente Grande,URBANO,3,00618E,FFFFFF,3
Z_5863,K303,Puente Grande Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5882,442,Verbenal,URBANO,3,00618E,FFFFFF,3
Z_5882-2,442,Engativa,URBANO,3,00618E,FFFFFF,3
Z_5883,442,Verbenal Reversible,URBANO,3,00618E,FFFFFF,3
Z_5883-2,442,Engativa Reversible,URBANO,3,00618E,FFFFFF,3
Z_5885,56A,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5885-2,56A,Isla Del Sol,URBANO,3,00618E,FFFFFF,3
Z_5893,135B,Bosque Popular,URBANO,3,00618E,FFFFFF,3
Z_5893-2,135B,Centro Historico,URBANO,3,00618E,FFFFFF,3
Z_5899,E16A,San Jose - Colina Campestre,URBANO,3,00618E,FFFFFF,3
Z_5899-2,E16A,San Jose,URBANO,3,00618E,FFFFFF,3
Z_5900,D504,Bonanza,URBANO,3,00618E,FFFFFF,3
Z_5900-2,G504,Bosa San Jose,URBANO,3,00618E,FFFFFF,3
Z_5902,E26A,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_5902-2,E26A,Rincon De Venecia,URBANO,3,00618E,FFFFFF,3
Z_5937,56A,Porciuncula Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5937-2,56A,Isla Del Sol Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5938,E26A,Porciuncula Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5938-2,E26A,Rincon De Venecia Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5942,TC6,San Pablo Jerico,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5944,C105,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_5944-2,C105,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5945,C105,Chapinero Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5945-2,C105,Jaqueline Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5946,107A,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_5946-2,107A,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_5948,B908,Santa Ana,URBANO,3,00618E,FFFFFF,3
Z_5949,603B,Patio Bonito,URBANO,3,00618E,FFFFFF,3
Z_5949-2,603B,Germania,URBANO,3,00618E,FFFFFF,3
Z_5973,674,Florida,URBANO,3,00618E,FFFFFF,3
Z_5974,674,El Uval,URBANO,3,00618E,FFFFFF,3
Z_5979,3-14,El Uval Pico,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5980,P24,San Blas,URBANO,3,00618E,FFFFFF,3
Z_5980-2,P24,Bosa San Jose,URBANO,3,00618E,FFFFFF,3
Z_5981,3-10,Usme Centro,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_5982,97,Galerias,URBANO,3,00618E,FFFFFF,3
Z_5982-2,97,Rincon De Venecia,URBANO,3,00618E,FFFFFF,3
Z_5983,97,Rincon De Venecia Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5983-2,97,Galerias Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_5990,T30A,Patio Bonito,URBANO,3,00618E,FFFFFF,3
Z_5990-2,T30A,Dona Liliana,URBANO,3,00618E,FFFFFF,3
Z_5998,C201,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_5998-2,C201,Patio Bonito,URBANO,3,00618E,FFFFFF,3
Z_6012,T55,Portal Norte,URBANO,3,00618E,FFFFFF,3
Z_6012-2,T55,Portal Suba,URBANO,3,00618E,FFFFFF,3
Z_6017,15-3,Estacion 1 De Mayo,URBANO,3,00618E,FFFFFF,3
Z_6017-2,15-3,Horacio Orjuela,URBANO,3,00618E,FFFFFF,3
Z_6031,291,Terminal Norte,URBANO,3,00618E,FFFFFF,3
Z_6061,B401,Calle 222  Udca,URBANO,3,00618E,FFFFFF,3
Z_6063,3-10,Usme Centro Refuerzo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6066,8-10,Mundo Aventura,URBANO,3,00618E,FFFFFF,3
Z_6067,19-7,Estacion Calle 146,URBANO,3,00618E,FFFFFF,3
Z_6067-2,19-7,Cantabria,URBANO,3,00618E,FFFFFF,3
Z_6068,19-11,Canodromo,URBANO,3,00618E,FFFFFF,3
Z_6079,F603,Corabastos,URBANO,3,00618E,FFFFFF,3
Z_6079-2,H603,Santo Domingo,URBANO,3,00618E,FFFFFF,3
Z_6081,F402,Palmitas,URBANO,3,00618E,FFFFFF,3
Z_6081-2,F402,Est. Banderas,URBANO,3,00618E,FFFFFF,3
Z_6091,271,Lomas,URBANO,3,00618E,FFFFFF,3
Z_6091-2,271,Gran Granada,URBANO,3,00618E,FFFFFF,3
Z_6109,A606,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_6109-2,H606,San Joaquin,URBANO,3,00618E,FFFFFF,3
Z_6118,G509,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6120,C509,Corpas,URBANO,3,00618E,FFFFFF,3
Z_6124,L307,La Castana,URBANO,3,00618E,FFFFFF,3
Z_6124-2,K307,El Recodo,URBANO,3,00618E,FFFFFF,3
Z_6135,Z4B,Terminal Salitre,URBANO,3,00618E,FFFFFF,3
Z_6135-2,Z4B,Terminal Norte,URBANO,3,00618E,FFFFFF,3
Z_6136,Z4B,Terminal Norte Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6136-2,Z4B,Terminal Salitre Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6154,A610,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_6154-2,H610,Paraiso,URBANO,3,00618E,FFFFFF,3
Z_6162,A915,Porciuncula,COMPLEMENTARIO,5,20419A,FFFFFF,3
Z_6162-2,B915,Toberin,COMPLEMENTARIO,5,7AC143,FFFFFF,3
Z_6163,A915,Porciuncula Refuerzo,COMPLEMENTARIO,5,20419A,FFFFFF,3
Z_6164,B915,Toberin Refuerzo,COMPLEMENTARIO,5,7AC143,FFFFFF,3
Z_6165,733,San Carlos,URBANO,3,00618E,FFFFFF,3
Z_6165-2,733,Tierra Buena,URBANO,3,00618E,FFFFFF,3
Z_6169,621,Santo Domingo,URBANO,3,00618E,FFFFFF,3
Z_6169-2,621,Bachue,URBANO,3,00618E,FFFFFF,3
Z_6170,621,Santo Domingo Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6170-2,621,Bachue Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6174,T08,Portal Suba,URBANO,3,00618E,FFFFFF,3
Z_6174-2,T08,Tuna Alta,URBANO,3,00618E,FFFFFF,3
Z_6177,B100,Est. Alcala,URBANO,3,00618E,FFFFFF,3
Z_6177-2,C100,Casablanca Norte,URBANO,3,00618E,FFFFFF,3
Z_6178,465A,Clinica Barraquer,URBANO,3,00618E,FFFFFF,3
Z_6178-2,465A,San Jose,URBANO,3,00618E,FFFFFF,3
Z_6179,A611,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_6179-2,H611,Santo Domingo,URBANO,3,00618E,FFFFFF,3
Z_6190,E61,Porciuncula,URBANO,3,00618E,FFFFFF,3
Z_6190-2,E61,Casablanca,URBANO,3,00618E,FFFFFF,3
Z_6191,E61,Casablanca Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6191-2,E61,Porciuncula Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6208,7,Consuelo,URBANO,3,00618E,FFFFFF,3
Z_6208-2,7,Palmitas,URBANO,3,00618E,FFFFFF,3
Z_6210,7,Consuelo Nocturna,URBANO,3,00618E,FFFFFF,3
Z_6210-2,7,Palmitas Nocturna,URBANO,3,00618E,FFFFFF,3
Z_6223,16-5,Villa Amalia,URBANO,3,00618E,FFFFFF,3
Z_6223-2,16-5,Portal Eldorado,URBANO,3,00618E,FFFFFF,3
Z_6243,C110,Portal Suba,URBANO,3,00618E,FFFFFF,3
Z_6243-2,C110,Chorrillos,URBANO,3,00618E,FFFFFF,3
Z_6258,TC17,Restrepo,URBANO,3,00618E,FFFFFF,3
Z_6258-2,TC17,Lomas,URBANO,3,00618E,FFFFFF,3
Z_6260,T48,Zona Industrial,URBANO,3,00618E,FFFFFF,3
Z_6260-2,T48,Nueva Castilla,URBANO,3,00618E,FFFFFF,3
Z_6261,257,Germania,URBANO,3,00618E,FFFFFF,3
Z_6261-2,257,Puente Grande,URBANO,3,00618E,FFFFFF,3
Z_6276,K905,Puente Aereo,URBANO,3,00618E,FFFFFF,3
Z_6276-2,B905,Serrezuela,URBANO,3,00618E,FFFFFF,3
Z_6283,K803,Terminal Salitre,URBANO,3,00618E,FFFFFF,3
Z_6283-2,L803,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_6291,C142,Suba,URBANO,3,00618E,FFFFFF,3
Z_6291-2,C142,San Cristobal Norte,URBANO,3,00618E,FFFFFF,3
Z_6294,661,Estacion Norte,URBANO,3,00618E,FFFFFF,3
Z_6295,661,Estacion Norte Reversible,URBANO,3,00618E,FFFFFF,3
Z_6313,F409,Tierra Buena,URBANO,3,00618E,FFFFFF,3
Z_6313-2,F409,Est. Banderas,URBANO,3,00618E,FFFFFF,3
Z_6314,G414,Hsp. Kennedy,URBANO,3,00618E,FFFFFF,3
Z_6314-2,F414,Villa Alexandra,URBANO,3,00618E,FFFFFF,3
Z_6319,A127,Germania,URBANO,3,00618E,FFFFFF,3
Z_6325,D208,Puente De Guadua,URBANO,3,00618E,FFFFFF,3
Z_6354,B118,San Cristobal Norte,URBANO,3,00618E,FFFFFF,3
Z_6354-2,C118,Suba Berlin,URBANO,3,00618E,FFFFFF,3
Z_6356,3-5,Usminia Refuerzo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6358,3-8,Virrey Refuerzo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6369,B916,Balmoral Norte,URBANO,3,00618E,FFFFFF,3
Z_6370,B916,Balmoral Norte Reversible,URBANO,3,00618E,FFFFFF,3
Z_6374,3-14,El Uval,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6385,L616,Los Laches,URBANO,3,00618E,FFFFFF,3
Z_6385-2,H616,Madelena,URBANO,3,00618E,FFFFFF,3
Z_6398,C701,Parques De Bogota,URBANO,3,00618E,FFFFFF,3
Z_6398-2,C701,Parques de Bogota - La Roca,URBANO,3,00618E,FFFFFF,3
Z_6399,A713,Chico Norte,URBANO,3,00618E,FFFFFF,3
Z_6399-2,H713,Casaloma Usme,URBANO,3,00618E,FFFFFF,3
Z_6401,K714,Salitre El Greco,URBANO,3,00618E,FFFFFF,3
Z_6401-2,H714,Cerros De Oriente,URBANO,3,00618E,FFFFFF,3
Z_6412,385,Germania,URBANO,3,00618E,FFFFFF,3
Z_6412-2,385,Bachue,URBANO,3,00618E,FFFFFF,3
Z_6414,385,Germania Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6414-2,385,Bachue Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6417,3-12,La Esperanza Sur El Bosque,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6419,3-3,Chuniza Refuerzo,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6431,K301,La Felicidad,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6441,H625,Portal Tunal,URBANO,3,00618E,FFFFFF,3
Z_6441-2,H625,Potosi,URBANO,3,00618E,FFFFFF,3
Z_6445,L149,Est. Av. 1 De Mayo,URBANO,3,00618E,FFFFFF,3
Z_6446,C149,Bilbao,URBANO,3,00618E,FFFFFF,3
Z_6447,L149,Est. Av. 1 De Mayo Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6448,C149,Bilbao Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6449,A522,Germania,URBANO,3,00618E,FFFFFF,3
Z_6449-2,G522,Metrovivienda,URBANO,3,00618E,FFFFFF,3
Z_6453,19-10,Est. Prado,COMPLEMENTARIO,5,000000,FFFFFF,3
Z_6463,A809,Marly,URBANO,3,00618E,FFFFFF,3
Z_6463-2,L809,Santa Rita Sur Oriental,URBANO,3,00618E,FFFFFF,3
Z_6464,A809,Marly Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6464-2,L809,Santa Rita Sur Oriental Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6469,C27,Normandia,URBANO,3,00618E,FFFFFF,3
Z_6469-2,C27,La Estancia,URBANO,3,00618E,FFFFFF,3
Z_6470,C27,Normandia Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6470-2,C27,La Estancia Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6472,C134,Tibabuyes,URBANO,3,00618E,FFFFFF,3
Z_6476,403B,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6476-2,403B,Sabanas Del Dorado,URBANO,3,00618E,FFFFFF,3
Z_6480,C154,Suba Nogales,URBANO,3,00618E,FFFFFF,3
Z_6481,37,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6481-2,37,Engativa,URBANO,3,00618E,FFFFFF,3
Z_6482,37,Engativa Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6482-2,37,Unicentro Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6483,112B,Centro Internacional,URBANO,3,00618E,FFFFFF,3
Z_6483-2,112B,Bachue,URBANO,3,00618E,FFFFFF,3
Z_6486,C134,Tibabuyes Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6490,L519,Los Laches,URBANO,3,00618E,FFFFFF,3
Z_6490-2,G519,Olarte,URBANO,3,00618E,FFFFFF,3
Z_6491,112B,Centro Internacional Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6491-2,112B,Bachue  Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6493,A523,Germania,URBANO,3,00618E,FFFFFF,3
Z_6493-2,G523,Jaqueline,URBANO,3,00618E,FFFFFF,3
Z_6497,H131,Diana Turbay,URBANO,3,00618E,FFFFFF,3
Z_6499,H131,Diana Turbay Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6502,C137,Suba Corpas,URBANO,3,00618E,FFFFFF,3
Z_6528,T12,Chico,URBANO,3,00618E,FFFFFF,3
Z_6528-2,T12,San Joaquin,URBANO,3,00618E,FFFFFF,3
Z_6529,T12,San Joaquin Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6529-2,T12,Chico Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6531,K300,Puente Grande,ALIMENTADOR_V,4,196939,FFFFFF,3
Z_6538,B609,Unicentro,URBANO,3,00618E,FFFFFF,3
Z_6538-2,H609,Arborizadora Alta,URBANO,3,00618E,FFFFFF,3
Z_6539,B609,Unicentro Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6539-2,H609,Arborizadora Alta Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6542,142,Engativa,URBANO,3,00618E,FFFFFF,3
Z_6542-2,142,Centro Internacional,URBANO,3,00618E,FFFFFF,3
Z_6543,135A,Jacqueline,URBANO,3,00618E,FFFFFF,3
Z_6543-2,135A,Palermo,URBANO,3,00618E,FFFFFF,3
Z_6544,135A,Jacqueline Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6544-2,135A,Palermo Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6545,A523,Germania Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6545-2,G523,Jaqueline Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6557,T25,Terminal Norte Reversible,URBANO,3,00618E,FFFFFF,3
Z_6559,492,Palermo,URBANO,3,00618E,FFFFFF,3
Z_6559-2,492,Engativa,URBANO,3,00618E,FFFFFF,3
Z_6564,G157,El Recreo,URBANO,3,00618E,FFFFFF,3
Z_6573,K810,Fontibon Brisas,URBANO,3,00618E,FFFFFF,3
Z_6574,L810,Gaviotas,URBANO,3,00618E,FFFFFF,3
Z_6582,5-1,Granja Kr 77,URBANO,3,00618E,FFFFFF,3
Z_6582-2,5-1,Suba Rincon,URBANO,3,00618E,FFFFFF,3
Z_6585,L811,Aguas Claras,URBANO,3,00618E,FFFFFF,3
Z_6585-2,H811,Restrepo,URBANO,3,00618E,FFFFFF,3
Z_6586,L811,Aguas Claras Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6586-2,H811,Restrepo Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6590,580,Bicentenario,URBANO,3,00618E,FFFFFF,3
Z_6590-2,580,San Jose,URBANO,3,00618E,FFFFFF,3
Z_6609,L304,San Cristobal,URBANO,3,00618E,FFFFFF,3
Z_6609-2,K304,Puente Grande,URBANO,3,00618E,FFFFFF,3
Z_6634,L304,San Cristobal Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6634-2,K304,Puente Grande Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6635,A600,Chapinero,URBANO,3,00618E,FFFFFF,3
Z_6635-2,H600,Tres Esquinas,URBANO,3,00618E,FFFFFF,3
Z_6636,A600,Chapinero Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6636-2,H600,Tres Esquinas Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6646,F918,Patio Bonito,URBANO,3,00618E,FFFFFF,3
Z_6646-2,B918,Terminal Norte,URBANO,3,00618E,FFFFFF,3
Z_6651,B906,Toberin,URBANO,3,00618E,FFFFFF,3
Z_6651-2,D906,Villa Gladys,URBANO,3,00618E,FFFFFF,3
Z_6656,C201,Patio Bonito Nocturna,URBANO,3,00618E,FFFFFF,3
Z_6656-2,C201,Paraiso Nocturna,URBANO,3,00618E,FFFFFF,3
Z_6673,13-8,Altamira,URBANO,3,00618E,FFFFFF,3
Z_6673-2,13-8,Portal 20 De Julio,URBANO,3,00618E,FFFFFF,3
Z_6677,10-11,Bellaflor,URBANO,3,00618E,FFFFFF,3
Z_6677-2,10-11,Mirador Paraiso,URBANO,3,00618E,FFFFFF,3
Z_6705,P49,Terminal Norte,URBANO,3,00618E,FFFFFF,3
Z_6705-2,P49,Villa Gladys,URBANO,3,00618E,FFFFFF,3
Z_6706,P49,Terminal Norte Reversible,URBANO,3,00618E,FFFFFF,3
Z_6706-2,P49,Villa Gladys Reversible,URBANO,3,00618E,FFFFFF,3
Z_6714,E44,El Uval,URBANO,3,00618E,FFFFFF,3
Z_6715,E44,El Uval Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6717,F407,Est. Banderas,URBANO,3,00618E,FFFFFF,3
Z_6717-2,F407,La Magdalena,URBANO,3,00618E,FFFFFF,3
Z_6718,C15,Bosa San Diego - Chapinero,URBANO,3,00618E,FFFFFF,3
Z_6718-2,C15,Bosa San Diego,URBANO,3,00618E,FFFFFF,3
Z_6722,18-3,Germania Ciclovia,COMPLEMENTARIO,5,000000,FFFFFF,3
Z_6724,C15,Chapinero Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6724-2,C15,Bosa San Diego Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6741,T40,Marly Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6741-2,T40,Catalina Ciclovia,URBANO,3,00618E,FFFFFF,3
Z_6755,7-2,Tunal,URBANO,3,00618E,FFFFFF,3
Z_6756,7-3,Ingles,URBANO,3,00618E,FFFFFF,3
Z_6759,L517,Canada Guira,URBANO,3,00618E,FFFFFF,3
Z_6759-2,G517,Potreritos,URBANO,3,00618E,FFFFFF,3
